name,hash_name,wear,url,price_usd,quantity,scraped_at,total market value
AK-47 | Inheritance (Well-Worn),AK-47 | Inheritance (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Inheritance%20%28Well-Worn%29,59.07,51,2026-07-09 11:23:26.544409,3012.57
AK-47 | Jaguar (Battle-Scarred),AK-47 | Jaguar (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Battle-Scarred%29,100.0,12,2026-07-09 11:23:26.544487,1200.0
AK-47 | Jaguar (Factory New),AK-47 | Jaguar (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Factory%20New%29,1048.48,4,2026-07-09 11:23:26.544556,4193.92
AK-47 | Jaguar (Field-Tested),AK-47 | Jaguar (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Field-Tested%29,117.13,36,2026-07-09 11:23:26.544622,4216.68
AK-47 | Jaguar (Minimal Wear),AK-47 | Jaguar (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Minimal%20Wear%29,220.0,35,2026-07-09 11:23:26.544688,7700.0
AK-47 | Jaguar (Well-Worn),AK-47 | Jaguar (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Well-Worn%29,104.84,17,2026-07-09 11:23:26.544754,1782.28
AK-47 | Jet Set (Battle-Scarred),AK-47 | Jet Set (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jet%20Set%20%28Battle-Scarred%29,534.03,3,2026-07-09 11:23:26.544818,1602.09
AK-47 | Jet Set (Factory New),AK-47 | Jet Set (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jet%20Set%20%28Factory%20New%29,1916.07,1,2026-07-09 11:23:26.544884,1916.07
AK-47 | Jet Set (Field-Tested),AK-47 | Jet Set (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jet%20Set%20%28Field-Tested%29,588.94,5,2026-07-09 11:23:26.544950,2944.7
AK-47 | Jet Set (Minimal Wear),AK-47 | Jet Set (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jet%20Set%20%28Minimal%20Wear%29,672.49,5,2026-07-09 11:23:26.545014,3362.45
AK-47 | Jet Set (Well-Worn),AK-47 | Jet Set (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jet%20Set%20%28Well-Worn%29,414.0,4,2026-07-09 11:23:28.490233,1656.0
AK-47 | Jungle Spray (Battle-Scarred),AK-47 | Jungle Spray (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jungle%20Spray%20%28Battle-Scarred%29,14.52,16,2026-07-09 11:23:28.490338,232.32
AK-47 | Jungle Spray (Factory New),AK-47 | Jungle Spray (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jungle%20Spray%20%28Factory%20New%29,242.24,5,2026-07-09 11:23:28.490428,1211.2
AK-47 | Jungle Spray (Field-Tested),AK-47 | Jungle Spray (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jungle%20Spray%20%28Field-Tested%29,18.71,121,2026-07-09 11:23:28.490517,2263.91
AK-47 | Jungle Spray (Minimal Wear),AK-47 | Jungle Spray (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jungle%20Spray%20%28Minimal%20Wear%29,70.0,44,2026-07-09 11:23:28.490605,3080.0
AK-47 | Jungle Spray (Well-Worn),AK-47 | Jungle Spray (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jungle%20Spray%20%28Well-Worn%29,18.01,16,2026-07-09 11:23:28.490692,288.16
AK-47 | Leet Museo (Battle-Scarred),AK-47 | Leet Museo (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Leet%20Museo%20%28Battle-Scarred%29,111.24,26,2026-07-09 11:23:28.490778,2892.24
AK-47 | Leet Museo (Factory New),AK-47 | Leet Museo (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Leet%20Museo%20%28Factory%20New%29,920.0,17,2026-07-09 11:23:28.490871,15640.0
AK-47 | Leet Museo (Field-Tested),AK-47 | Leet Museo (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Leet%20Museo%20%28Field-Tested%29,324.25,47,2026-07-09 11:23:28.490959,15239.75
AK-47 | Leet Museo (Minimal Wear),AK-47 | Leet Museo (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Leet%20Museo%20%28Minimal%20Wear%29,484.0,32,2026-07-09 11:23:28.491046,15488.0
AK-47 | Leet Museo (Well-Worn),AK-47 | Leet Museo (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Leet%20Museo%20%28Well-Worn%29,146.79,15,2026-07-09 11:23:30.439044,2201.85
AK-47 | Legion of Anubis (Battle-Scarred),AK-47 | Legion of Anubis (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Legion%20of%20Anubis%20%28Battle-Scarred%29,47.56,95,2026-07-09 11:23:30.439174,4518.2
AK-47 | Legion of Anubis (Factory New),AK-47 | Legion of Anubis (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Legion%20of%20Anubis%20%28Factory%20New%29,75.59,259,2026-07-09 11:23:30.439267,19577.81
AK-47 | Legion of Anubis (Field-Tested),AK-47 | Legion of Anubis (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Legion%20of%20Anubis%20%28Field-Tested%29,47.3,451,2026-07-09 11:23:30.439355,21332.3
AK-47 | Legion of Anubis (Minimal Wear),AK-47 | Legion of Anubis (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Legion%20of%20Anubis%20%28Minimal%20Wear%29,54.31,275,2026-07-09 11:23:30.439441,14935.25
AK-47 | Legion of Anubis (Well-Worn),AK-47 | Legion of Anubis (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Legion%20of%20Anubis%20%28Well-Worn%29,47.7,39,2026-07-09 11:23:30.439528,1860.3
AK-47 | Midnight Laminate (Battle-Scarred),AK-47 | Midnight Laminate (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Midnight%20Laminate%20%28Battle-Scarred%29,3.01,317,2026-07-09 11:23:30.439614,954.17
AK-47 | Midnight Laminate (Factory New),AK-47 | Midnight Laminate (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Midnight%20Laminate%20%28Factory%20New%29,27.0,443,2026-07-09 11:23:30.439703,11961.0
AK-47 | Midnight Laminate (Field-Tested),AK-47 | Midnight Laminate (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Midnight%20Laminate%20%28Field-Tested%29,4.15,1079,2026-07-09 11:23:30.439791,4477.85
AK-47 | Midnight Laminate (Minimal Wear),AK-47 | Midnight Laminate (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Midnight%20Laminate%20%28Minimal%20Wear%29,11.65,795,2026-07-09 11:23:30.439878,9261.75
AK-47 | Midnight Laminate (Well-Worn),AK-47 | Midnight Laminate (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Midnight%20Laminate%20%28Well-Worn%29,4.31,252,2026-07-09 11:23:32.382413,1086.12
AK-47 | Neon Revolution (Battle-Scarred),AK-47 | Neon Revolution (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Revolution%20%28Battle-Scarred%29,154.99,23,2026-07-09 11:23:32.382499,3564.77
AK-47 | Neon Revolution (Factory New),AK-47 | Neon Revolution (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Revolution%20%28Factory%20New%29,418.2,20,2026-07-09 11:23:32.382570,8364.0
AK-47 | Neon Revolution (Field-Tested),AK-47 | Neon Revolution (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Revolution%20%28Field-Tested%29,152.99,107,2026-07-09 11:23:32.382638,16369.93
AK-47 | Neon Revolution (Minimal Wear),AK-47 | Neon Revolution (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Revolution%20%28Minimal%20Wear%29,165.6,60,2026-07-09 11:23:32.382704,9936.0
AK-47 | Neon Revolution (Well-Worn),AK-47 | Neon Revolution (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Revolution%20%28Well-Worn%29,157.16,16,2026-07-09 11:23:32.382773,2514.56
AK-47 | Neon Rider (Battle-Scarred),AK-47 | Neon Rider (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Rider%20%28Battle-Scarred%29,61.73,29,2026-07-09 11:23:32.382844,1790.17
AK-47 | Neon Rider (Factory New),AK-47 | Neon Rider (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Rider%20%28Factory%20New%29,291.75,36,2026-07-09 11:23:32.382913,10503.0
AK-47 | Neon Rider (Field-Tested),AK-47 | Neon Rider (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Rider%20%28Field-Tested%29,62.0,182,2026-07-09 11:23:32.382979,11284.0
AK-47 | Neon Rider (Minimal Wear),AK-47 | Neon Rider (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Rider%20%28Minimal%20Wear%29,100.82,95,2026-07-09 11:23:32.383053,9577.9
AK-47 | Neon Rider (Well-Worn),AK-47 | Neon Rider (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Neon%20Rider%20%28Well-Worn%29,71.99,20,2026-07-09 11:23:34.325162,1439.8
AK-47 | Nightwish (Battle-Scarred),AK-47 | Nightwish (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nightwish%20%28Battle-Scarred%29,84.34,123,2026-07-09 11:23:34.325252,10373.82
AK-47 | Nightwish (Factory New),AK-47 | Nightwish (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nightwish%20%28Factory%20New%29,166.41,53,2026-07-09 11:23:34.325334,8819.73
AK-47 | Nightwish (Field-Tested),AK-47 | Nightwish (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nightwish%20%28Field-Tested%29,91.19,384,2026-07-09 11:23:34.325410,35016.96
AK-47 | Nightwish (Minimal Wear),AK-47 | Nightwish (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nightwish%20%28Minimal%20Wear%29,99.33,184,2026-07-09 11:23:34.325483,18276.72
AK-47 | Nightwish (Well-Worn),AK-47 | Nightwish (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nightwish%20%28Well-Worn%29,82.0,198,2026-07-09 11:23:34.325558,16236.0
AK-47 | Nouveau Rouge (Battle-Scarred),AK-47 | Nouveau Rouge (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nouveau%20Rouge%20%28Battle-Scarred%29,8.85,289,2026-07-09 11:23:34.325632,2557.65
AK-47 | Nouveau Rouge (Factory New),AK-47 | Nouveau Rouge (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nouveau%20Rouge%20%28Factory%20New%29,123.59,60,2026-07-09 11:23:34.325705,7415.4
AK-47 | Nouveau Rouge (Field-Tested),AK-47 | Nouveau Rouge (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nouveau%20Rouge%20%28Field-Tested%29,12.89,438,2026-07-09 11:23:34.325778,5645.82
AK-47 | Nouveau Rouge (Minimal Wear),AK-47 | Nouveau Rouge (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nouveau%20Rouge%20%28Minimal%20Wear%29,36.99,300,2026-07-09 11:23:34.325852,11097.0
AK-47 | Nouveau Rouge (Well-Worn),AK-47 | Nouveau Rouge (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Nouveau%20Rouge%20%28Well-Worn%29,8.33,267,2026-07-09 11:23:36.270857,2224.11
AK-47 | Olive Polycam (Battle-Scarred),AK-47 | Olive Polycam (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Olive%20Polycam%20%28Battle-Scarred%29,0.16,1767,2026-07-09 11:23:36.270924,282.72
AK-47 | Olive Polycam (Factory New),AK-47 | Olive Polycam (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Olive%20Polycam%20%28Factory%20New%29,0.94,9246,2026-07-09 11:23:36.270981,8691.24
AK-47 | Olive Polycam (Field-Tested),AK-47 | Olive Polycam (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Olive%20Polycam%20%28Field-Tested%29,0.14,24820,2026-07-09 11:23:36.271036,3474.8
AK-47 | Olive Polycam (Minimal Wear),AK-47 | Olive Polycam (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Olive%20Polycam%20%28Minimal%20Wear%29,0.23,21025,2026-07-09 11:23:36.271091,4835.75
AK-47 | Olive Polycam (Well-Worn),AK-47 | Olive Polycam (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Olive%20Polycam%20%28Well-Worn%29,0.15,2107,2026-07-09 11:23:36.271147,316.05
AK-47 | Orbit Mk01 (Battle-Scarred),AK-47 | Orbit Mk01 (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Orbit%20Mk01%20%28Battle-Scarred%29,35.91,19,2026-07-09 11:23:36.271202,682.29
AK-47 | Orbit Mk01 (Factory New),AK-47 | Orbit Mk01 (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Orbit%20Mk01%20%28Factory%20New%29,183.48,84,2026-07-09 11:23:36.271257,15412.32
AK-47 | Orbit Mk01 (Field-Tested),AK-47 | Orbit Mk01 (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Orbit%20Mk01%20%28Field-Tested%29,37.46,119,2026-07-09 11:23:36.271312,4457.74
AK-47 | Orbit Mk01 (Minimal Wear),AK-47 | Orbit Mk01 (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Orbit%20Mk01%20%28Minimal%20Wear%29,46.97,126,2026-07-09 11:23:36.271368,5918.22
AK-47 | Orbit Mk01 (Well-Worn),AK-47 | Orbit Mk01 (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Orbit%20Mk01%20%28Well-Worn%29,35.5,28,2026-07-09 11:23:38.144041,994.0
AK-47 | Panthera onca (Battle-Scarred),AK-47 | Panthera onca (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Panthera%20onca%20%28Battle-Scarred%29,238.08,3,2026-07-09 11:23:38.144152,714.24
AK-47 | Panthera onca (Factory New),AK-47 | Panthera onca (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Panthera%20onca%20%28Factory%20New%29,854.76,5,2026-07-09 11:23:38.144243,4273.8
AK-47 | Panthera onca (Field-Tested),AK-47 | Panthera onca (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Panthera%20onca%20%28Field-Tested%29,262.12,3,2026-07-09 11:23:38.144332,786.36
AK-47 | Panthera onca (Minimal Wear),AK-47 | Panthera onca (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Panthera%20onca%20%28Minimal%20Wear%29,442.17,6,2026-07-09 11:23:38.144420,2653.02
AK-47 | Panthera onca (Well-Worn),AK-47 | Panthera onca (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Panthera%20onca%20%28Well-Worn%29,245.99,7,2026-07-09 11:23:38.144510,1721.93
AK-47 | Phantom Disruptor (Battle-Scarred),AK-47 | Phantom Disruptor (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Phantom%20Disruptor%20%28Battle-Scarred%29,6.56,195,2026-07-09 11:23:38.144602,1279.2
AK-47 | Phantom Disruptor (Factory New),AK-47 | Phantom Disruptor (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Phantom%20Disruptor%20%28Factory%20New%29,39.61,199,2026-07-09 11:23:38.144691,7882.39
AK-47 | Phantom Disruptor (Field-Tested),AK-47 | Phantom Disruptor (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Phantom%20Disruptor%20%28Field-Tested%29,6.94,1281,2026-07-09 11:23:38.144781,8890.14
AK-47 | Phantom Disruptor (Minimal Wear),AK-47 | Phantom Disruptor (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Phantom%20Disruptor%20%28Minimal%20Wear%29,10.54,448,2026-07-09 11:23:38.144868,4721.92
AK-47 | Phantom Disruptor (Well-Worn),AK-47 | Phantom Disruptor (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Phantom%20Disruptor%20%28Well-Worn%29,7.32,144,2026-07-09 11:23:40.062739,1054.08
AK-47 | Point Disarray (Battle-Scarred),AK-47 | Point Disarray (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Point%20Disarray%20%28Battle-Scarred%29,18.8,74,2026-07-09 11:23:40.062840,1391.2
AK-47 | Point Disarray (Factory New),AK-47 | Point Disarray (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Point%20Disarray%20%28Factory%20New%29,115.0,69,2026-07-09 11:23:40.062930,7935.0
AK-47 | Point Disarray (Field-Tested),AK-47 | Point Disarray (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Point%20Disarray%20%28Field-Tested%29,17.8,352,2026-07-09 11:23:40.063018,6265.6
AK-47 | Point Disarray (Minimal Wear),AK-47 | Point Disarray (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Point%20Disarray%20%28Minimal%20Wear%29,29.45,210,2026-07-09 11:23:40.063103,6184.5
AK-47 | Point Disarray (Well-Worn),AK-47 | Point Disarray (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Point%20Disarray%20%28Well-Worn%29,20.87,42,2026-07-09 11:23:40.063188,876.54
AK-47 | Predator (Battle-Scarred),AK-47 | Predator (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Predator%20%28Battle-Scarred%29,13.93,52,2026-07-09 11:23:40.063274,724.36
AK-47 | Predator (Factory New),AK-47 | Predator (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Predator%20%28Factory%20New%29,145.28,10,2026-07-09 11:23:40.063360,1452.8
AK-47 | Predator (Field-Tested),AK-47 | Predator (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Predator%20%28Field-Tested%29,12.91,123,2026-07-09 11:23:40.063445,1587.93
AK-47 | Predator (Minimal Wear),AK-47 | Predator (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Predator%20%28Minimal%20Wear%29,19.2,59,2026-07-09 11:23:40.063531,1132.8
AK-47 | Predator (Well-Worn),AK-47 | Predator (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Predator%20%28Well-Worn%29,14.75,24,2026-07-09 11:23:42.010009,354.0
AK-47 | Rat Rod (Battle-Scarred),AK-47 | Rat Rod (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Rat%20Rod%20%28Battle-Scarred%29,4.97,125,2026-07-09 11:23:42.010100,621.25
AK-47 | Rat Rod (Factory New),AK-47 | Rat Rod (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Rat%20Rod%20%28Factory%20New%29,148.16,51,2026-07-09 11:23:42.010178,7556.16
AK-47 | Rat Rod (Field-Tested),AK-47 | Rat Rod (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Rat%20Rod%20%28Field-Tested%29,5.23,386,2026-07-09 11:23:42.010254,2018.78
AK-47 | Rat Rod (Minimal Wear),AK-47 | Rat Rod (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Rat%20Rod%20%28Minimal%20Wear%29,12.04,276,2026-07-09 11:23:42.010329,3323.04
AK-47 | Rat Rod (Well-Worn),AK-47 | Rat Rod (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Rat%20Rod%20%28Well-Worn%29,4.95,145,2026-07-09 11:23:42.010404,717.75
AK-47 | Red Laminate (Battle-Scarred),AK-47 | Red Laminate (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Red%20Laminate%20%28Battle-Scarred%29,77.52,29,2026-07-09 11:23:42.010480,2248.08
AK-47 | Red Laminate (Factory New),AK-47 | Red Laminate (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Red%20Laminate%20%28Factory%20New%29,1112.44,3,2026-07-09 11:23:42.010555,3337.32
AK-47 | Red Laminate (Field-Tested),AK-47 | Red Laminate (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Red%20Laminate%20%28Field-Tested%29,82.83,135,2026-07-09 11:23:42.010629,11182.05
AK-47 | Red Laminate (Minimal Wear),AK-47 | Red Laminate (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Red%20Laminate%20%28Minimal%20Wear%29,193.59,52,2026-07-09 11:23:42.010706,10066.68
AK-47 | Red Laminate (Well-Worn),AK-47 | Red Laminate (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Red%20Laminate%20%28Well-Worn%29,77.0,28,2026-07-09 11:23:43.887692,2156.0
AK-47 | Redline (Battle-Scarred),AK-47 | Redline (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Redline%20%28Battle-Scarred%29,34.19,90,2026-07-09 11:23:43.887862,3077.1
AK-47 | Redline (Field-Tested),AK-47 | Redline (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Redline%20%28Field-Tested%29,41.41,1133,2026-07-09 11:23:43.887976,46917.53
AK-47 | Redline (Minimal Wear),AK-47 | Redline (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Redline%20%28Minimal%20Wear%29,218.82,80,2026-07-09 11:23:43.888037,17505.6
AK-47 | Redline (Well-Worn),AK-47 | Redline (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Redline%20%28Well-Worn%29,35.08,53,2026-07-09 11:23:43.888089,1859.24
AK-47 | Safari Mesh (Battle-Scarred),AK-47 | Safari Mesh (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safari%20Mesh%20%28Battle-Scarred%29,0.1,3132,2026-07-09 11:23:43.888137,313.2
AK-47 | Safari Mesh (Factory New),AK-47 | Safari Mesh (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safari%20Mesh%20%28Factory%20New%29,15.04,181,2026-07-09 11:23:43.888188,2722.24
AK-47 | Safari Mesh (Field-Tested),AK-47 | Safari Mesh (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safari%20Mesh%20%28Field-Tested%29,0.09,19502,2026-07-09 11:23:43.888237,1755.18
AK-47 | Safari Mesh (Minimal Wear),AK-47 | Safari Mesh (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safari%20Mesh%20%28Minimal%20Wear%29,0.39,10099,2026-07-09 11:23:43.888285,3938.61
AK-47 | Safari Mesh (Well-Worn),AK-47 | Safari Mesh (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safari%20Mesh%20%28Well-Worn%29,0.1,3380,2026-07-09 11:23:43.888333,338.0
AK-47 | Safety Net (Battle-Scarred),AK-47 | Safety Net (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safety%20Net%20%28Battle-Scarred%29,3.6,196,2026-07-09 11:23:45.797344,705.6
AK-47 | Safety Net (Factory New),AK-47 | Safety Net (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safety%20Net%20%28Factory%20New%29,38.15,164,2026-07-09 11:23:45.797431,6256.6
AK-47 | Safety Net (Field-Tested),AK-47 | Safety Net (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safety%20Net%20%28Field-Tested%29,3.4,775,2026-07-09 11:23:45.797494,2635.0
AK-47 | Safety Net (Minimal Wear),AK-47 | Safety Net (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safety%20Net%20%28Minimal%20Wear%29,5.8,334,2026-07-09 11:23:45.797554,1937.2
AK-47 | Safety Net (Well-Worn),AK-47 | Safety Net (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Safety%20Net%20%28Well-Worn%29,3.7,132,2026-07-09 11:23:45.797614,488.4
AK-47 | Searing Rage (Battle-Scarred),AK-47 | Searing Rage (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Searing%20Rage%20%28Battle-Scarred%29,5.52,404,2026-07-09 11:23:45.797677,2230.08
AK-47 | Searing Rage (Factory New),AK-47 | Searing Rage (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Searing%20Rage%20%28Factory%20New%29,38.15,162,2026-07-09 11:23:45.797774,6180.3
AK-47 | Searing Rage (Field-Tested),AK-47 | Searing Rage (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Searing%20Rage%20%28Field-Tested%29,6.48,858,2026-07-09 11:23:45.797902,5559.84
AK-47 | Searing Rage (Minimal Wear),AK-47 | Searing Rage (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Searing%20Rage%20%28Minimal%20Wear%29,10.0,468,2026-07-09 11:23:45.797974,4680.0
AK-47 | Searing Rage (Well-Worn),AK-47 | Searing Rage (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Searing%20Rage%20%28Well-Worn%29,5.7,539,2026-07-09 11:23:45.798033,3072.3
