name,hash_name,wear,url,price_usd,quantity,scraped_at
AK-47 | Green Laminate (Field-Tested),AK-47 | Green Laminate (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Green%20Laminate%20%28Field-Tested%29,33.42,36,2026-07-08T13:41:11.698559
AK-47 | Green Laminate (Minimal Wear),AK-47 | Green Laminate (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Green%20Laminate%20%28Minimal%20Wear%29,32.04,45,2026-07-08T13:41:11.698649
AK-47 | Green Laminate (Well-Worn),AK-47 | Green Laminate (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Green%20Laminate%20%28Well-Worn%29,63.9,8,2026-07-08T13:41:11.698737
AK-47 | Head Shot (Battle-Scarred),AK-47 | Head Shot (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Head%20Shot%20%28Battle-Scarred%29,36.41,120,2026-07-08T13:41:11.698824
AK-47 | Head Shot (Factory New),AK-47 | Head Shot (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Head%20Shot%20%28Factory%20New%29,156.97,43,2026-07-08T13:41:11.698911
AK-47 | Head Shot (Field-Tested),AK-47 | Head Shot (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Head%20Shot%20%28Field-Tested%29,49.93,262,2026-07-08T13:41:11.698997
AK-47 | Head Shot (Minimal Wear),AK-47 | Head Shot (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Head%20Shot%20%28Minimal%20Wear%29,74.32,179,2026-07-08T13:41:11.699084
AK-47 | Head Shot (Well-Worn),AK-47 | Head Shot (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Head%20Shot%20%28Well-Worn%29,42.86,176,2026-07-08T13:41:11.699170
AK-47 | Hydroponic (Battle-Scarred),AK-47 | Hydroponic (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Hydroponic%20%28Battle-Scarred%29,1314.51,1,2026-07-08T13:41:13.542165
AK-47 | Ice Coaled (Battle-Scarred),AK-47 | Ice Coaled (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Ice%20Coaled%20%28Battle-Scarred%29,5.18,436,2026-07-08T13:41:13.542220
AK-47 | Ice Coaled (Factory New),AK-47 | Ice Coaled (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Ice%20Coaled%20%28Factory%20New%29,22.71,558,2026-07-08T13:41:13.542267
AK-47 | Ice Coaled (Field-Tested),AK-47 | Ice Coaled (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Ice%20Coaled%20%28Field-Tested%29,6.05,2208,2026-07-08T13:41:13.542313
AK-47 | Ice Coaled (Minimal Wear),AK-47 | Ice Coaled (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Ice%20Coaled%20%28Minimal%20Wear%29,10.76,940,2026-07-08T13:41:13.542361
AK-47 | Ice Coaled (Well-Worn),AK-47 | Ice Coaled (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Ice%20Coaled%20%28Well-Worn%29,6.01,240,2026-07-08T13:41:13.542413
AK-47 | Inheritance (Battle-Scarred),AK-47 | Inheritance (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Inheritance%20%28Battle-Scarred%29,51.4,181,2026-07-08T13:41:13.542458
AK-47 | Inheritance (Factory New),AK-47 | Inheritance (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Inheritance%20%28Factory%20New%29,183.55,126,2026-07-08T13:41:13.542503
AK-47 | Inheritance (Field-Tested),AK-47 | Inheritance (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Inheritance%20%28Field-Tested%29,58.44,720,2026-07-08T13:41:13.542549
AK-47 | Inheritance (Minimal Wear),AK-47 | Inheritance (Minimal Wear),Minimal Wear,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Inheritance%20%28Minimal%20Wear%29,90.59,314,2026-07-08T13:41:13.542594
AK-47 | Inheritance (Well-Worn),AK-47 | Inheritance (Well-Worn),Well-Worn,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Inheritance%20%28Well-Worn%29,59.43,49,2026-07-08T13:41:15.387748
AK-47 | Jaguar (Battle-Scarred),AK-47 | Jaguar (Battle-Scarred),Battle-Scarred,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Battle-Scarred%29,110.0,9,2026-07-08T13:41:15.387838
AK-47 | Jaguar (Factory New),AK-47 | Jaguar (Factory New),Factory New,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Factory%20New%29,1051.61,4,2026-07-08T13:41:15.387914
AK-47 | Jaguar (Field-Tested),AK-47 | Jaguar (Field-Tested),Field-Tested,https://steamcommunity.com/market/listings/730/AK-47%20%7C%20Jaguar%20%28Field-Tested%29,117.61,34,2026-07-08T13:41:15.387990
